,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,price_predicted
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,3,7,2,5970.366465467393
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,2,5,1,4813.935765277542
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,4,3,3,5957.216740785381
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,7,3,3,4330.252092655777
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,5,3,2,658.8230274880698
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,4,4,4,371.7157464647498
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2,5,4,2284.1895588318857
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,6,3,3,7024.571208407835
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,3,5,5,1633.1240173031547
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,6,3,2,1240.3492667313676
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,4,3,2,9351.86484127371
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,4,3,1,840.1882404127718
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,5,4,2,7384.249559263295
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,3,4,2,847.415233988464
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,6,4,3,14446.755327337747
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,7,1,4,1212.3360118789
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,3,2,4,2476.235651436027
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,3,5,3,4699.928081850221
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,5,3,2,981.8451921937922
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,6,7,1,9735.16013914198
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,4,7,1,5935.85833193794
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,6,3,3,513.4120360761754
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,4,2,1,841.1018269902197
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,3,3,2,561.1809591272413
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,7,3,1,1349.027156214157
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,4,2,1,1625.605945323805
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,5,4,2,9324.079151715152
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,5,3,2,3229.048406519236
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,4,2,1,980.587914628979
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,6,2,3,1841.4001516925364
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,6,1,1,1998.0377942499254
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,3,1,2,4625.969499918944
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,5,4,2,363.77047917535947
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,2,7,1,4293.2370463758225
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,3,7,2,12978.351130897194
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,5,2,2,8994.986515368479
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,5,2,1,878.3078741481513
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,5,3,3,1388.0756234730907
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,4,3,1,721.3842145922117
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,2,7,2,4947.426629500385
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,8,5,1,1499.6578832928972
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,5,5,2,7447.320488900778
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,2,6,1,9969.001220210846
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,3,4,3,1205.889651764921
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,4,1,2,790.0134091162017
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,2,5,4,7693.752034517931
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,2,4,2,13860.59400010832
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,7,5,1,682.4207963653389
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,7,1,2,3833.053532911387
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,3,4,1,2484.454245263323
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,3,3,2,1095.7747265685193
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,4,4,1,270.6358283158879
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,7,4,3,909.0627956230474
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7,6,1,7425.221745336448
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,4,3,1,10002.560151873531
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,3,1,3,707.9432269940207
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,3,3,2,4849.677349951651
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4,3,1,3588.194362406317
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,3,2,1,1786.3022944616805
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,2,6,4,10251.659876391215
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2,3,1,2491.5523379824217
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8,1,1,15912.836945808758
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,4,1,2,828.981232025375
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,6,7,4,780.9820340710521
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,4,2,3,2941.4105869383766
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,2,6,1,1450.4898420113586
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,6,3,1,8765.25152721825
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,7,2,1,856.2383529774997
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,4,2,1,3209.4766644684896
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,3,3,2,5147.029511146024
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,5,6,2,691.1927050633785
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4,3,3,4717.0602347032545
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,5,3,1,3735.6984855156825
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,1,4,2,3097.976274679326
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,4,1,1,1637.4205390141178
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,3,5,3,1073.7436359872372
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,2,1,3,4377.838876390797
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,4,6,1,858.991471997886
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,6,6,1,1030.3577949816918
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,4,2,1,8123.687140366654
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,3,2,5,615.5251750833049
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2,7,2,3424.786048983211
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,4,2,4,1610.0141636286298
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,3,4,2,5996.648625291709
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,8,5,1,4439.644881747788
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7,7,2,6973.607319476528
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,4,4,1,3509.800531694247
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,7,4,1,829.7565975010657
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,8,4,3,3752.2438104621124
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,4,1,4,1375.258371370921
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,5,6,3,6496.010800988043
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,5,5,3,239.8903013374238
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,2,6,5,6830.203336806764
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2,2,3,2581.4123825905936
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,3,2,3,1073.4483625747853
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,2,4,2,2821.2378713770577
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,3,2,2,5462.942932324285
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3,3,5,3237.6092812982115
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,5,4,1,998.7419142062245
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,7,3,3,1260.0401880730242
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,2,1,1,1499.371503994511
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,6,2,3,591.9758913623136
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,8,4,1,1240.2877710408702
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,1,6,5,732.0706528969713
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,2,4,2,5836.914541389304
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,2,5,3,12367.380111190614
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,4,6,3,1109.4588106964984
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,4,1,1,1850.7822289923388
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,5,6,3,10735.040137839034
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,5,2,1,914.1534276650273
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,6,4,1,8449.27350997928
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,5,4,1,3648.2814961797358
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,3,1,2,5527.194582017367
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,4,2,1,846.2894141980432
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,5,6,3,6681.843702257259
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,5,4,2,8944.917986252338
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,6,2,1,1429.2086896623096
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,5,4,4,-57.18993781823701
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,6,1,2,9775.083808780928
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1,7,5,2109.5191996356784
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,4,5,2,5644.076087520199
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,2,3,2,3720.691813112414
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,6,4,3,7494.15563764197
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,7,4,2,857.0227440713625
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,6,1,3,3436.2388763627187
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2,3,1,2223.3841319910234
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,2,4,2,3865.8367803123456
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,3,4,1,5099.900337022211
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,7,4,1,3716.849609410674
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,7,5,1,671.3241048466825
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,5,6,4,217.3502695733423
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,4,2,4,1122.0177822381156
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,6,2,3,478.297858762382
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,4,4,3,138.9324218612146
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,6,1,1,1325.1795825124536
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,3,2,3,1213.880645354795
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,3,3,3,2332.1244556557685
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,4,2,1,952.9625574595411
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,2,2,2,1102.0608337608646
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3,1,1,2988.1687181937705
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,4,3,3,1293.0695034613182
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,5,4,1,190.6197382679993
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1,3,4,2640.4709058160424
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,8,3,1,1074.3688034400875
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,7,4,1,657.4234767872767
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,5,4,2,4257.718006140978
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,4,5,1,5987.544798500507
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,2,1,2,3809.917784703165
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,5,7,2,16973.605432561875
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5,6,1,5628.765602518326
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,7,2,4,649.7011751177779
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,7,3,4,533.0820399026961
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,5,4,1,2053.8935603364407
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3,7,2,2193.655946812254
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,2,1,2,709.325714426539
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,5,6,2,8088.155271403916
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,2,5,3,3999.3113134323285
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,7,4,2,1124.447630844681
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,7,5,1,698.4732019124294
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,5,2,1,2265.71848816083
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,7,4,2,610.8192580389968
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,5,1,3,1630.19041967687
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,1,7,5,10449.985652089443
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,4,1,1,2037.8497738921615
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,7,2,1,1005.6776513161276
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,5,2,1,965.9448372848256
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,4,4,1,1704.9026353776972
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,2,1,3,10146.496493290328
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,3,1,1,802.165294326076
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,5,7,3,8692.518034699737
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,6,4,3,520.5667603628372
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,4,5,4,-106.91679390271747
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,3,4,2,2279.5365042943777
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,2,3,2,4450.790444936635
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,7,3,1,1084.489626409717
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,5,5,1,8917.451299110726
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,4,6,1,2019.957529919464
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,3,1,1,950.9390495437128
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,5,3,2,6796.792604302565
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,5,1,1,8851.954172538515
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,5,4,2,1842.2363887936945
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,4,4,1,6770.890753230746
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,6,1,1,838.0408511518071
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,2,3,3,8643.24344336348
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,2,5,1,134.5518153296066
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,5,3,3,2999.5327360979936
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,3,1,4,1033.7092663850326
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,4,1,3,6704.970120607708
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,4,5,4,11959.706313935345
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,7,3,1,1330.1978799446933
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,5,4,3,197.53168477914096
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,3,2,3,1239.0084284182594
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,2,3,5,4136.136643817924
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,2,4,3,4585.144150504181
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,6,2,2,14794.831463466015
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,3,2,1,1236.5814853714037
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,2,5,2,5586.970869742472
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,5,3,1,3477.6327406264263
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,7,3,3,1657.3312596204014
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,3,5,2,215.08294911218582
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3,1,2,2922.256225365629
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,2,2,2,3456.6143728761126
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,7,4,2,514.6665668207534
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,2,4,3,12915.673611519305
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,2,3,4,3146.5378985659468
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,2,2,1,5934.129057381437
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,5,2,1,1026.33327632488
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,6,3,1,1202.8986843131515
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,3,3,1,884.2842330753283
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,4,3,2,987.4576739278164
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,2,7,2,1780.5921840891879
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,3,5,1,9613.354309759088
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,4,3,3,1960.527048823249
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,3,5,2,2332.823478339409
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,5,4,4,101.20132044682123
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,4,4,1,6622.530164098936
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,5,5,2,687.4478607017845
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,4,4,1,7757.174193264771
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,3,4,2,1191.110857520136
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,3,5,4,4732.060153172927
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,3,2,3,1327.7559968615915
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,3,4,2,653.9142388090222
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,6,1,1,1172.2698272816997
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3,4,4,3841.8646975864904
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,3,4,1,5125.906069433595
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3,7,1,3661.3384385268364
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2,4,2,2026.8966682517766
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,5,4,1,547.403188106191
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,6,5,1,878.0223319779998
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,3,5,1,5313.309316072779
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,3,7,4,789.0079477762974
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4,7,1,3857.3943637001366
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6,2,3,8482.173285453622
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,2,2,2,1370.4561671918818
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,2,5,3,1511.4059085995168
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,3,6,2,564.2031437445585
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,4,2,2,899.5509546554931
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3,2,1,3748.481358346102
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,6,6,1,2698.138551855036
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,3,7,1,4284.4587404724225
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,2,1,1,1042.2933111757357
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,3,2,3,883.8397334538349
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,4,2,5,481.932585665847
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,4,2,2,717.7176223779097
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,2,7,1,4848.162832912373
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,1,6,5,2216.1420949056683
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,5,2,3,2410.4355328665915
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,6,5,1,3962.8376451395297
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,1,4,5,2152.290674015788
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,4,2,1,778.4519421661444
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,2,1,2,1167.540814187114
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,3,3,2,4621.176518166294
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,2,3,3,4225.584415024898
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,3,1,1,721.0081074464633
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,4,2,1,732.1782765536263
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,4,5,1,2809.2554933221277
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,2,4,1,5227.192719264853
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,7,1,2,13593.877946992336
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,3,5,2,5092.922419200276
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,4,6,1,848.1558643059543
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,4,3,4,881.4716540591362
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,3,1,2,5512.841258974763
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,3,1,5,466.165543084393
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,3,3,1,11306.616920006281
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,4,2,2,1980.2390637817207
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,6,1,2,1286.5023661925334
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,2,3,1,16337.8518711588
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,2,2,4,192.68536800798574
